resistance_mechanism,RPKM,Sample
reduced permeability to antibiotic,1.515391774,368259600
antibiotic target alteration,1.763152838,368259600
antibiotic efflux,0.710279414,368259600
antibiotic efflux,4.485070814,368259600
antibiotic efflux,0.547390532,368259600
antibiotic efflux,0.536823148,368259600
antibiotic efflux,0.578117236,368259600
antibiotic inactivation,1.860029368,368259600
antibiotic inactivation,1.924390245,368259600
antibiotic inactivation,0.724152058,368259600
antibiotic inactivation,1.086228088,368259600
antibiotic inactivation,1.511273861,368259600
antibiotic inactivation,0.505589801,368259600
antibiotic inactivation,0.899917121,368259600
antibiotic inactivation,1.144339055,368259600
antibiotic inactivation,1.341194809,368259600
antibiotic inactivation,1.041477118,368259600
antibiotic efflux,1.201185272,368259600
antibiotic efflux,6.436907187,368259600
antibiotic inactivation,1.367578969,368259600
antibiotic efflux,0.560633852,368259600
antibiotic efflux,2.799406615,368259600
antibiotic efflux,4.45458975,368259600
antibiotic target alteration,11.04266533,368259600
antibiotic target alteration,2.170336706,368259600
antibiotic efflux,0.507435019,368259600
antibiotic target alteration; antibiotic target replacement,49.89877436,368259600
antibiotic target alteration,5.347584432,368259600
antibiotic target alteration,2.10662417,368259600
antibiotic inactivation,2.927098847,368259600
antibiotic target protection,0.86898247,368259600
antibiotic target protection,1.303473705,368259600
antibiotic target protection,1.086228088,368259600
antibiotic inactivation,0.289660823,368259600
antibiotic target protection,2.499977231,368259600
antibiotic inactivation,0.920776127,368259600
antibiotic efflux,0.441387921,368259600
antibiotic inactivation,1.498245638,368259600
antibiotic inactivation,0.747437469,368259989
antibiotic inactivation,4.440793605,368259989
antibiotic target protection,2.819981305,368259989
antibiotic inactivation,2.171253211,368259989
antibiotic inactivation,0.133818557,368259989
antibiotic inactivation,15.93513245,368259989
antibiotic efflux,0.186859367,368259989
antibiotic efflux,0.693071834,368259989
antibiotic inactivation,0.623620461,368259989
antibiotic efflux,2.01954993,368259989
antibiotic efflux,0.969553321,368259989
antibiotic efflux,2.430434338,368259989
antibiotic target protection,0.196506027,368259989
antibiotic efflux,0.119781646,368259989
antibiotic inactivation,0.367045186,368259989
antibiotic efflux,1.364238743,368259989
antibiotic efflux,0.567804707,368259989
antibiotic inactivation,0.186182341,368259989
antibiotic inactivation,0.358092864,368259989
antibiotic inactivation,0.577374449,368259989
antibiotic inactivation,1.083446632,368259989
antibiotic efflux,1.691195539,368259989
antibiotic inactivation,4.723007904,368259989
antibiotic efflux,3.367814177,368259989
antibiotic efflux,2.239916774,368259989
antibiotic inactivation,0.185510202,368259989
antibiotic efflux,1.396909833,368259989
antibiotic efflux,0.637547469,368259989
antibiotic efflux,1.605822687,368259989
antibiotic target replacement,1.857337084,368259989
antibiotic efflux,0.548999209,368259989
antibiotic efflux,1.673501038,368259989
antibiotic efflux,3.211645375,368259989
antibiotic efflux,0.511306726,368259989
antibiotic efflux,4.859792071,368259989
antibiotic efflux,1.579497725,368259989
antibiotic target protection,1.525531553,368259989
antibiotic inactivation,0.365738975,368259989
antibiotic efflux,0.200336554,368259989
antibiotic efflux,0.199558548,368259989
antibiotic target alteration,0.293636149,368259989
antibiotic target protection,0.393012054,368259989
antibiotic efflux,0.628194694,368259989
antibiotic efflux,0.291967761,368259989
antibiotic inactivation,0.189617439,368259989
antibiotic target alteration,0.577374449,368259989
antibiotic efflux,2.135031486,368259989
antibiotic efflux,1.430454471,368259989
antibiotic target replacement,0.350759904,368259989
antibiotic target alteration,0.468853339,368259989
antibiotic efflux,1.395103873,368259989
antibiotic inactivation,1.822210142,368259989
antibiotic target protection,0.157385378,368259989
antibiotic inactivation,88.44893743,368259989
antibiotic inactivation,0.383480045,368259989
antibiotic efflux,1.589267814,368259989
antibiotic efflux,2.5693163,368259989
antibiotic efflux,1.579598878,368259989
antibiotic efflux,0.793611212,368259989
antibiotic efflux,3.40951926,368259989
antibiotic efflux,5.281783748,368259989
antibiotic target alteration,0.419480212,368259989
antibiotic target alteration,5.831072453,368259989
antibiotic inactivation,0.380639452,368259989
antibiotic target alteration,18.21059272,368259989
antibiotic target replacement,5.856529801,368259989
antibiotic inactivation,0.764108937,368259989
antibiotic efflux,0.258873179,368259989
antibiotic efflux,0.262175133,368259989
antibiotic inactivation,1.223483952,368259989
antibiotic inactivation,0.211466362,368259989
antibiotic efflux,0.439199367,368259989
antibiotic target alteration,0.419480212,368259989
antibiotic inactivation,17.68131647,368259989
antibiotic efflux,0.852379815,368259989
antibiotic target replacement,11.92896853,368259989
antibiotic efflux,1.761816891,368259989
antibiotic efflux,2.335742091,368259989
antibiotic efflux,4.829076419,368259989
antibiotic inactivation,0.194645174,368259989
antibiotic target protection,8.616929922,368259989
antibiotic efflux,7.340903714,368259989
antibiotic efflux,0.378768988,368259989
antibiotic target protection,1.898509581,368259989
antibiotic inactivation,0.510460192,368259989
antibiotic efflux,2.54932162,368259989
antibiotic efflux,0.762085343,368259989
antibiotic inactivation,1.624864063,368259989
antibiotic target protection,0.471434183,368259989
antibiotic inactivation,0.376916817,368259989
antibiotic inactivation,0.293636149,368259989
antibiotic inactivation,1.889203162,368259989
antibiotic efflux,1.702860706,368259989
antibiotic target replacement,0.46086391,368259989
antibiotic target protection,0.624757763,368259989
antibiotic target protection,0.160582269,368259989
antibiotic efflux,2.032227582,368259989
antibiotic inactivation,1.939106641,368259989
antibiotic efflux,1.066106348,368259989
antibiotic efflux,0.497688387,368259989
antibiotic efflux,15.20615769,368259989
antibiotic efflux,1.144461603,368259989
antibiotic target replacement,0.634399086,368259989
antibiotic inactivation,1.36769689,368259989
antibiotic efflux,1.237628275,368259989
antibiotic efflux,0.149378855,368259989
antibiotic inactivation,1.600266207,368259989
antibiotic efflux,1.787350469,368259989
antibiotic inactivation,0.386363353,368259989
antibiotic efflux,1.478743194,368259989
antibiotic efflux,0.692538086,368259989
antibiotic efflux,0.893675235,368259989
antibiotic inactivation,0.535274229,368259989
antibiotic inactivation,0.750165343,368259989
antibiotic inactivation,2.919677613,368259989
antibiotic efflux,1.156192335,368259989
antibiotic target alteration,0.206370787,368259989
antibiotic efflux,2.516340706,368259989
antibiotic inactivation,1.484081617,368259989
antibiotic target replacement,1.951379468,368259989
antibiotic inactivation,0.567804707,368259989
antibiotic efflux,1.870383513,368259989
antibiotic efflux,0.231818012,368259989
antibiotic inactivation,0.233574209,368259989
antibiotic target alteration,1.395103873,368259989
antibiotic target protection,0.160082012,368259989
antibiotic efflux,0.635707126,368259989
antibiotic efflux; reduced permeability to antibiotic,1.233271824,368259989
antibiotic efflux,0.26150802,368259989
antibiotic efflux,1.898509581,368259989
antibiotic target protection,1.042318986,368259989
antibiotic efflux,1.708496772,368259989
antibiotic inactivation,0.911105071,368259989
antibiotic inactivation,3.644420283,368259989
antibiotic efflux,2.06134259,368259989
antibiotic target protection,1.766404956,368259989
antibiotic target alteration,0.187541336,368259989
antibiotic inactivation,22.62532264,368259989
antibiotic inactivation,0.196131015,368259989
antibiotic efflux,1.41430255,368259989
antibiotic inactivation,1.276678907,368259989
antibiotic inactivation,0.354388455,368259989
antibiotic efflux; reduced permeability to antibiotic,0.401455672,368259989
antibiotic inactivation,0.39077054,368259989
antibiotic efflux,9.276041655,368259989
antibiotic efflux,0.80082586,368259989
antibiotic efflux,3.181058276,368259989
antibiotic target replacement,0.975689734,368259989
antibiotic inactivation,12.39102896,368259989
antibiotic inactivation,0.389290348,368259989
antibiotic target replacement,0.325229911,368259989
antibiotic efflux,0.075126208,368259989
antibiotic efflux,0.274060405,368259989
antibiotic inactivation,4.62476934,368259989
antibiotic efflux,1.091390995,368259989
antibiotic efflux,0.959676716,368259989
antibiotic inactivation,1.372917107,368259989
antibiotic efflux,1.02772652,368259989
antibiotic efflux,0.251893755,368259989
antibiotic target alteration,0.477272378,368259989
antibiotic target protection,0.080291134,368259989
antibiotic efflux,1.47200413,368259989
antibiotic efflux,4.174239367,368259989
antibiotic efflux,2.073660793,368259989
antibiotic efflux,7.340903714,368259989
antibiotic efflux,1.198126772,368259989
antibiotic efflux,2.973971429,368259989
antibiotic efflux,3.072008619,368259989
antibiotic efflux,11.36909942,368259989
antibiotic efflux,1.090426016,368259989
antibiotic efflux,7.96765408,368259989
antibiotic efflux,1.148881272,368259989
antibiotic efflux,1.198126772,368259989
antibiotic efflux,1.139716006,368259989
antibiotic target protection,0.240123019,368259989
antibiotic inactivation,0.348381871,368259989
antibiotic efflux,0.50378751,368259989
antibiotic target protection,0.948087195,368259989
antibiotic target alteration,0.363154247,368259989
antibiotic target protection,0.482500714,368259989
antibiotic efflux,0.211466362,368259989
antibiotic efflux,0.454746248,368259989
antibiotic inactivation,1.432371456,368259989
antibiotic efflux,5.298590035,368259989
antibiotic target replacement,0.650459823,368259989
antibiotic inactivation,1.820775331,368259989
antibiotic efflux,0.917612964,368259989
antibiotic efflux,2.200175709,368259989
antibiotic inactivation,1.478743194,368259989
antibiotic efflux,0.705129688,368259989
antibiotic efflux,3.561428534,368259989
antibiotic inactivation,1.427397944,368259989
antibiotic inactivation,7.850688694,368259989
antibiotic inactivation,0.39077054,368259989
antibiotic efflux,3.610280515,368259989
antibiotic inactivation,0.389290348,368259989
antibiotic inactivation,1.468180743,368259989
antibiotic inactivation,0.858482773,368259989
antibiotic efflux,20.69095427,368259989
antibiotic efflux,0.177194228,368259989
antibiotic efflux,0.355000525,368259989
antibiotic efflux,1.522557807,368259989
antibiotic efflux,2.780422449,368259989
antibiotic efflux,0.515151138,368259989
antibiotic efflux,1.291113718,368259989
antibiotic efflux,0.516445487,368259989
antibiotic efflux,0.765056963,368259989
antibiotic efflux,0.44781112,368259989
antibiotic target alteration; antibiotic efflux,0.430011096,368259989
antibiotic efflux,11.31175944,368259989
antibiotic efflux,3.594928156,368259989
antibiotic inactivation,0.421199393,368259989
antibiotic efflux,7.136989722,368259989
antibiotic efflux,3.121830798,368259989
antibiotic inactivation,1.089462742,368259989
antibiotic efflux,3.010077673,368259989
antibiotic inactivation,1.427397944,368259989
antibiotic target alteration; antibiotic efflux,3.927617274,368259989
antibiotic inactivation,2.202271114,368259989
reduced permeability to antibiotic,0.549586374,368259989
antibiotic inactivation,5.628890833,368259989
antibiotic efflux,0.99671753,368259989
antibiotic efflux,3.340602455,368259989
antibiotic efflux,1.875413358,368259989
antibiotic target alteration; antibiotic target replacement,35.74508833,368259989
antibiotic target replacement,2.676371146,368259989
antibiotic inactivation,0.386363353,368259989
antibiotic target alteration,0.375082672,368259989
antibiotic target protection,0.080291134,368259989
antibiotic inactivation,2.202271114,368259989
antibiotic inactivation,1.189498287,368259989
antibiotic inactivation,0.965001427,368259989
antibiotic target protection,0.757072943,368259989
antibiotic inactivation,0.181577124,368259989
reduced permeability to antibiotic,1.370302027,368259989
antibiotic inactivation,2.090291227,368259989
antibiotic inactivation,7.594834345,368259989
antibiotic target replacement,0.650459823,368259989
antibiotic target replacement,0.650459823,368259989
antibiotic target alteration,2.298136225,368259989
antibiotic efflux,0.836521586,368259989
antibiotic efflux,0.208463797,368259989
antibiotic efflux,0.934296836,368259989
antibiotic efflux,1.708496772,368259989
antibiotic efflux,1.202019322,368259989
antibiotic efflux,7.973740241,368259989
antibiotic efflux,2.273731239,368259989
antibiotic efflux,0.253759635,368259989
reduced permeability to antibiotic,2.877634256,368259989
antibiotic target alteration,1.251145329,368259989
reduced permeability to antibiotic,0.420051711,368259989
antibiotic target alteration,1.117094043,368259989
antibiotic efflux,0.918784884,368259989
antibiotic target alteration; antibiotic efflux,4.35866158,368259989
antibiotic target alteration; antibiotic efflux,1.903197259,368259989
