Sample,Group,AMR Gene Family,Drug Class,RPKM
368257968,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,0.246873
368257968,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.802211
368257968,Multi-drug resistance,DHA beta-lactamase,cephalosporin; cephamycin,0.714633
368257968,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.338393
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,2.127689
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,1.30349
368257968,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,0.552795
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.208893
368257968,Multi-drug resistance,DHA beta-lactamase,cephalosporin; cephamycin,0.285853
368257968,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.927279
368257968,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.392145
368257968,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.445181
368257968,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.416717
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,3.274132
368257968,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.579844
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,5.392688
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.141228
368257968,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.992001
368257968,penam,CARB beta-lactamase,penam,1.87931
368257968,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.61239
368257968,peptide antibiotic,undecaprenyl pyrophosphate related proteins,peptide antibiotic,1.982192
368257968,aminoglycoside antibiotic,APH(3''),aminoglycoside antibiotic,26.95338
368257968,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.058715
368257968,cephamycin,CfxA beta-lactamase,cephamycin,0.337342
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.562819
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,0.848626
368257968,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,1.316656
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.813664
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,8.196091
368257968,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.511172
368257968,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.564281
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,3.724256
368257968,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,2.062484
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,49.30458
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.028638
368257968,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.374989
368257968,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.397018
368257968,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,34.39765
368257968,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,1.057403
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.816723
368257968,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,1.014317
368257968,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,6.218939
368257968,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.814681
368257968,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.266236
368257968,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.168149
368257968,tetracycline antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,3.085913
368257968,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.169725
368257968,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,2.459011
368257968,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,8.545999
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.703524
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,3.246357
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,4.427615
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,12.22816
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.728766
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,9.753787
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.662342
368257968,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,0.140705
368257968,carbapenem,MSI beta-lactamase,carbapenem,0.794036
368257968,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,10.40558
368257968,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,3.129848
368257968,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,2.662356
368257968,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,10.32929
368257968,Multi-drug resistance,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide antibiotic; lincosamide antibiotic,2.11107
368257968,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,1.019945
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.670519
368257968,penam,FAR beta-lactamase,penam,3.645105
368257968,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,1.272939
368257968,aminoglycoside antibiotic,kdpDE,aminoglycoside antibiotic,0.961276
368257968,aminoglycoside antibiotic,AAC(3),aminoglycoside antibiotic,1.513925
368257968,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,1.419923
368257968,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,penam; tetracycline antibiotic,12.99686
368257968,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,3.848887
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,1.188561
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,3.125875
368257968,nitroimidazole antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,0.745277
368257968,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,0.507589
368257968,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,2.011558
368257968,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,1.263071
368257968,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,4.337422
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.434253
368257968,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,1.551773
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,13.9385
368257968,tetracycline antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,0.187283
368257968,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,2.547974
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.809464
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,0.321373
368257968,aminoglycoside antibiotic,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic,5.871575
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.272241
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.818775
368257968,bicyclomycin-like antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,bicyclomycin-like antibiotic,0.808616
368257968,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.236654
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,11.70034
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,4.805389
368257968,glycopeptide antibiotic,Bleomycin resistant protein,glycopeptide antibiotic,0.890362
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,8.375712
368257968,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.980441
368257968,penam,ARL Beta-lactamase,penam,1.343408
368257968,penam,BRO Beta-lactamase,penam,0.345937
368257968,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics,3.067837
368257968,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,1.215942
368257968,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,3.520227
368257968,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.591174
368257968,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,4.497178
