COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase (Cls) (PDB:1BYR)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1502	GC_00000064	1	0.7778	39	18
Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily (YdfJ) (PUBMED:10694977;15941986)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2409	GC_00001805	1	0.7778	39	18
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0457	GC_00001787	1	0.7778	39	18
NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1252	GC_00001767	1	0.7778	39	18
Ribosome-binding ATPase YchF, GTP1/OBG family (GTP1) (PDB:2DWQ) (PUBMED:21527254)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0012	GC_00001759	1	0.7778	39	18
Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0473	GC_00000030	1	0.7778	39	18
Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit (PorA) (PDB:5C4I)!!!Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit (PorB) (PDB:1B0P)!!!Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit (PorG) (PDB:1B0P)!!!MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0674!!!COG1013!!!COG1014!!!COG1149	GC_00001844	1	0.7778	39	18
Uncharacterized conserved protein DfsB/IRC4, DUF1706 (PF08020) domain (DfsB) (PDB:5COG) (PUBMED:26804569)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG4283	GC_00000041	1	0.7778	39	18
Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis) (ThiG) (PDB:1TYG)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2022	GC_00001689	1	0.7778	39	18
Cysteinyl-tRNA synthetase (CysS) (PDB:1LI5)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0215	GC_00001740	1	0.7778	39	18
Mg/Co/Ni transporter MgtE (contains CBS domain) (MgtE) (PDB:2YVX)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2239	GC_00001493	1	0.7778	39	18
NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains (NhaP2)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3263	GC_00001610	1	0.7778	39	18
DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0085	GC_00001781	1	0.7778	39	18
Deoxyxylulose-5-phosphate synthase (Dxs) (PDB:2O1S)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1154	GC_00001729	1	0.7778	39	18
6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain) (RibE) (PDB:1C2Y)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0054	GC_00001696	1	0.7778	39	18
Porphobilinogen deaminase (HemC) (PDB:1AH5)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0181	GC_00001718	1	0.7778	39	18
Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0243	GC_00000692	1	0.7778	39	18
Molybdopterin biosynthesis enzyme MoaB/MogA (MoaB) (PDB:1DI6) (PUBMED:32239579)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0521	GC_00001725	1	0.7778	39	18
Preprotein translocase subunit SecA (ATPase, RNA helicase) (SecA) (PDB:2FSF)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0653	GC_00001769	1	0.7778	39	18
C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)!!!Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0793!!!COG4946	GC_00001822	1	0.7778	39	18
Cell division protein FtsX (FtsX)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2177	GC_00001749	1	0.7778	39	18
Glutamate N-acetyltransferase (ornithine transacetylase) (ArgJ) (PDB:1VRA)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1364	GC_00001821	1	0.7778	39	18
Fructose-bisphosphate aldolase class 1 (Fba1)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3588	GC_00001710	1	0.7778	39	18
Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit (PorB) (PDB:1B0P)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1013	GC_00001810	1	0.7778	39	18
Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)!!!RecB family exonuclease (Slr0479)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0210!!!COG2887	GC_00001804	1	0.7778	39	18
Protoheme ferro-lyase (ferrochelatase) (HemH) (PDB:1AK1)!!!Coproheme decarboxylase/chlorite dismutase (HemQ) (PDB:1T0T) (PUBMED:15965735;25602700;27758026;31423350)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0276!!!COG3253	GC_00001644	1	0.7778	39	18
NAD-specific glutamate dehydrogenase (Gdh2)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2902	GC_00001677	1	0.7778	39	18
Folate-dependent phosphoribosylglycinamide formyltransferase PurN (PurN) (PDB:1C2T) (PUBMED:25013077)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0299	GC_00001688	1	0.7778	39	18
Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1305	GC_00001836	1	0.7778	39	18
FoF1-type ATP synthase, alpha subunit (AtpA) (PDB:3OAA)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0056	GC_00001703	1	0.7778	39	18
Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0520	GC_00001773	1	0.7778	39	18
Uracil-DNA glycosylase (Udg4) (PDB:3IKB)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1573	GC_00001819	1	0.7778	39	18
16S rRNA C1402 (ribose-2'-O) methylase RsmI (RsmI) (PDB:3KWP) (PUBMED:24078611)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0313	GC_00001702	1	0.7778	39	18
Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain (DR0291) (PDB:4ILO)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1579	GC_00001741	1	0.7778	39	18
Imidazoleglycerol phosphate dehydratase HisB (HisB2) (PDB:1RHY)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0131	GC_00001760	1	0.7778	39	18
Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0843	GC_00001620	1	0.7778	39	18
Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1198	GC_00001786	1	0.7778	39	18
Histidinol dehydrogenase (HisD) (PDB:1K75)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0141	GC_00001754	1	0.7778	39	18
Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0656	GC_00001744	1	0.7778	39	18
Sulfatase maturation enzyme AslB, radical SAM superfamily (AslB) (PDB:4K37)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0641	GC_00001823	1	0.7778	39	18
Copper oxidase (laccase) domain (YfiH) (PDB:1RV9)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1496	GC_00001748	1	0.7778	39	18
Phytoene dehydrogenase-related protein (PDB:4REP)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1233	GC_00001776, GC_00002595	1	0.7778	39	18
DNA repair exonuclease SbcCD nuclease subunit (SbcD) (PDB:6S85)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0420	GC_00001766	1	0.7778	39	18
Uncharacterized protein, contains NAD-binding domain and a Fe-S cluster (PDB:5MOG)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3349	GC_00001739	1	0.7778	39	18
Acid resistance membrane protein HdeD, DUF308 family (HdeD) (PUBMED:12694615;28802266)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3247	GC_00001765	1	0.7778	39	18
Maltose-binding periplasmic protein MalE (MalE) (PDB:1T0K)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2182	GC_00001079	1	0.7778	39	18
DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3391	GC_00000107	1	0.7778	39	18
Predicted membrane transporter YfcC, affects glyoxylate shunt (YfcC) (PUBMED:24513124)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1288	GC_00001728	1	0.7778	39	18
Uncharacterized conserved protein, DUF1430 domain	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG4652	GC_00001778, GC_00002520	1	0.7778	39	18
AICAR transformylase/IMP cyclohydrolase PurH (PurH) (PDB:1G8M)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0138	GC_00001701	1	0.7778	39	18
Proline dehydrogenase (PutA) (PDB:5KF6)!!!Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0506!!!COG1012	GC_00001479	1	0.7778	39	18
Dolichyl-phosphate-mannose--protein O-mannosyl transferase (PMT1) (PDB:1N4K)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG1928	GC_00001747	1	0.7778	39	18
Monomeric isocitrate dehydrogenase (IcdM) (PDB:1ITW)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG2838	GC_00001755	1	0.7778	39	18
Isoleucyl-tRNA synthetase (IleS) (PDB:1FFY)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0060	GC_00000102	1	0.7778	39	18
NH3-dependent NAD+ synthetase (NadE) (PDB:3HMQ)!!!Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0171!!!COG0388	GC_00001757	1	0.7778	39	18
Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0556	GC_00001780	1	0.7778	39	18
Hydroxyacyl-ACP dehydratase HTD2, hotdog domain (HTD2) (PUBMED:10781606)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG3777	GC_00001789	1	0.7778	39	18
Ribosome-binding factor RbfA (RbfA) (PDB:1JOS)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0858	GC_00000018	1	0.7778	39	18
Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0240	GC_00001612, GC_00002366	1	0.7778	39	18
DNA-directed RNA polymerase, alpha subunit/40 kD subunit (RpoA) (PDB:4KN7)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0202	GC_00001795	1	0.7778	39	18
Glucan phosphorylase (GlgP) (PDB:1A8I)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0058	GC_00001775	1	0.7778	39	18
Molybdopterin-guanine dinucleotide biosynthesis protein A (MobA) (PDB:1E5K) (PUBMED:32239579)	9.321658790615245	0.0022646088614303467	0.01528039110540899	Reference	COG0746	GC_00001716	1	0.7778	39	18
CRISPR/Cas system-associated endoribonuclease Cas2 (Cas2) (PDB:2I0X)	9.32165879061522	0.002264608861430374	0.01528039110540899	Chennai	COG1343	GC_00002547	0	0.2222	39	18
Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)	9.188060178262749	0.0024359891677365325	0.016354178533145768	Reference	COG1473	GC_00002128	0.8718	0.5	39	18
4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6)	7.4033639837508405	0.006510202188648781	0.039750068055680994	Reference	COG1995	GC_00002238	0.4103	0.0556	39	18
Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68)	6.861572464937751	0.008806901305749609	0.039750068055680994	Chennai	COG2076	GC_00002558, GC_00002560	0	0.1667	39	18
Ca2+/Na+ antiporter (ECM27) (PDB:3V5S)	6.861572464937751	0.008806901305749609	0.039750068055680994	Chennai	COG0530	GC_00002692	0	0.1667	39	18
AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)	6.861572464937751	0.008806901305749609	0.039750068055680994	Chennai	COG2207	GC_00002729, GC_00002976	0	0.1667	39	18
Glutamine amidotransferase related to the GATase domain of CobQ (PDB:5N9M)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3442	GC_00001650	1	0.8333	39	18
Threonine synthase (ThrC) (PDB:1VB3)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0498	GC_00001408, GC_00002968	1	0.8333	39	18
Nicotinate-nucleotide adenylyltransferase NadD (NadD) (PDB:1YUM)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1057	GC_00001495	1	0.8333	39	18
Lysyl-tRNA synthetase (class II) (LysU) (PDB:1BBU)!!!Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain (MprF2) (PDB:5VRV) (PUBMED:14702396;30563904)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1190!!!COG2898	GC_00001602	1	0.8333	39	18
3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0066	GC_00000022	1	0.8333	39	18
Arginyl-tRNA synthetase (ArgS) (PDB:1BS2)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0018	GC_00001669	1	0.8333	39	18
K+ uptake protein Kup (Kup)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3158	GC_00001520	1	0.8333	39	18
Molybdopterin-binding protein MopI (MopI) (PDB:1B9M)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3585	GC_00001519	1	0.8333	39	18
Dipeptide/tripeptide permease (PTR2) (PDB:2XUT)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3104	GC_00001682	1	0.8333	39	18
Prephenate dehydrogenase (TyrA) (PDB:2F1K)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0287	GC_00000123	1	0.8333	39	18
Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0057	GC_00001565	1	0.8333	39	18
Glutamine synthetase adenylyltransferase (GlnE1) (PDB:1V4A)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1391	GC_00001679	1	0.8333	39	18
ABC-type phosphate transport system, permease component (PstC)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0573	GC_00001572	1	0.8333	39	18
16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)!!!Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0144!!!COG0781	GC_00001554	1	0.8333	39	18
Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0451	GC_00001364	1	0.8333	39	18
Chorismate synthase (AroC) (PDB:1Q1L)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0082	GC_00001616	1	0.8333	39	18
N-acetyl-gamma-glutamylphosphate reductase (ArgC) (PDB:3DR3)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0002	GC_00000101	1	0.8333	39	18
Nitrate reductase beta subunit (NarY) (PDB:1Y4Z)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1140	GC_00001288	1	0.8333	39	18
2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1902	GC_00001575	1	0.8333	39	18
50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG2262	GC_00001632	1	0.8333	39	18
Aspartate ammonia-lyase (AspA) (PDB:6WNG)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1027	GC_00001657	1	0.8333	39	18
Pyruvate kinase (PykF) (PDB:6QXL)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0469	GC_00001653	1	0.8333	39	18
Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG2132	GC_00001685	1	0.8333	39	18
Predicted amidohydrolase YtcJ (YtcJ) (PDB:3ICJ)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1574	GC_00001649	1	0.8333	39	18
Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0124	GC_00001621	1	0.8333	39	18
Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1217	GC_00001525	1	0.8333	39	18
Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (HisC) (PDB:4R2N)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0079	GC_00001889, GC_00001970	1	0.8333	39	18
6-phosphogluconolactonase, cycloisomerase 2 family (Pgl) (PDB:1JOF)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG2706	GC_00001603	1	0.8333	39	18
Branched-chain amino acid permease (BrnQ)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1114	GC_00001656	1	0.8333	39	18
L-cysteine desulfidase YhaM (CdsB) (PUBMED:21169490)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3681	GC_00001486	1	0.8333	39	18
Endonuclease III (Nth) (PDB:4UOB)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0177	GC_00001549	1	0.8333	39	18
Cytochrome c oxidase assembly protein CtaG (CtaG) (PUBMED:14766920)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3336	GC_00001482	1	0.8333	39	18
3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0304	GC_00001530, GC_00002679	1	0.8333	39	18
1,4-Dihydroxy-2-naphthoyl-CoA synthase (MenB) (PDB:4ELS)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0447	GC_00001639	1	0.8333	39	18
Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0668	GC_00001507	1	0.8333	39	18
Isochorismate synthase EntC (MenF) (PDB:5JXZ)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1169	GC_00001449, GC_00001867	1	0.8333	39	18
Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation (TorD) (PDB:1N1C)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG3381	GC_00001378	1	0.8333	39	18
Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG1752	GC_00001289	1	0.8333	39	18
Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)!!!tRNA A58 N-methylase Trm61 (Gcd14) (PDB:1I9G)	6.861572464937739	0.008806901305749681	0.039750068055680994	Reference	COG0637!!!COG2519	GC_00001518	1	0.8333	39	18
